year,state,State CPI
2005,CT,2.494366369829935
2006,CT,3.436433923
2007,CT,1.455885381134311
2008,CT,2.8838849779965163
2009,CT,0.7577388753785994
2010,CT,1.0
2011,CT,2.5159621882986265
2012,CT,2.530549296
2013,CT,1.2066350618710888
2014,CT,4.342816540224502
2015,CT,2.362619286932056
2016,CT,1.0
2017,CT,2.3191320487742746
1978,District of Columbia,18.614064553473312
1979,District of Columbia,8.621972112004913
1980,District of Columbia,7.105029256854234
1981,District of Columbia,3.758237290018919
1982,District of Columbia,3.876967810003017
1983,District of Columbia,2.970766223596677
1984,District of Columbia,3.211200260764231
1985,District of Columbia,2.0986583122282583
1986,District of Columbia,1.0
